"","Oeuvre","motifs","n","total","nrel","Balzac-Goriot.txt-ut8.txt","Flaubert-Bovary.txt-ut8.txt","Huysmans-Rebours.txt-ut8.txt"
"2487","Huysmans-Rebours.txt-ut8.txt",", PPAS par de le",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2488","Huysmans-Rebours.txt-ut8.txt",", PPAS par un le",7,79201,8.83827224403732e-05,-1.2371,-1.69,4.348
"2489","Huysmans-Rebours.txt-ut8.txt",", PPAS sur le NC",7,79201,8.83827224403732e-05,-2.6509,0.5527,1.3408
"2490","Huysmans-Rebours.txt-ut8.txt",", que le NC de",7,79201,8.83827224403732e-05,-0.9993,-0.3265,0.9372
"2491","Huysmans-Rebours.txt-ut8.txt",", se VIMP de le",7,79201,8.83827224403732e-05,-1.1294,-0.6246,2.2345
"2492","Huysmans-Rebours.txt-ut8.txt",", un NC de NP",7,79201,8.83827224403732e-05,-1.1294,-0.6246,2.2345
"2493","Huysmans-Rebours.txt-ut8.txt",", VIMP à le NC",7,79201,8.83827224403732e-05,-2.6488,1.2241,0.6586
"2494","Huysmans-Rebours.txt-ut8.txt","; de le NC de",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2495","Huysmans-Rebours.txt-ut8.txt",". à le NC ,",7,79201,8.83827224403732e-05,-0.6412,-0.3265,0.9372
"2496","Huysmans-Rebours.txt-ut8.txt",". peu à peu ,",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2497","Huysmans-Rebours.txt-ut8.txt","à le NC , de",7,79201,8.83827224403732e-05,-0.8629,-0.5476,1.7179
"2498","Huysmans-Rebours.txt-ut8.txt","à le NC que il",7,79201,8.83827224403732e-05,-0.8486,-1.2868,2.9952
"2499","Huysmans-Rebours.txt-ut8.txt","ADJ , de le NCABS",7,79201,8.83827224403732e-05,-0.3257,-1.055,1.5156
"2500","Huysmans-Rebours.txt-ut8.txt","ADJ , de le NCCOR",7,79201,8.83827224403732e-05,0.3532,-2.4142,2.5734
"2501","Huysmans-Rebours.txt-ut8.txt","ADJ , plus ADJ ,",7,79201,8.83827224403732e-05,-0.9875,-0.8916,2.5734
"2502","Huysmans-Rebours.txt-ut8.txt","ADJ , PPAS dans un",7,79201,8.83827224403732e-05,-1.2371,-1.69,4.348
"2503","Huysmans-Rebours.txt-ut8.txt","ADJ , un NC ADJ",7,79201,8.83827224403732e-05,-1.1294,-0.6246,2.2345
"2504","Huysmans-Rebours.txt-ut8.txt","ADJ et ADJ , le",7,79201,8.83827224403732e-05,-0.4086,-1.2305,1.9543
"2505","Huysmans-Rebours.txt-ut8.txt","ADJ et ADJ , PPRES",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2506","Huysmans-Rebours.txt-ut8.txt","ADJ et plus ADJ .",7,79201,8.83827224403732e-05,-1.2371,-1.69,4.348
"2507","Huysmans-Rebours.txt-ut8.txt","ADJ NC , le ADJ",7,79201,8.83827224403732e-05,-0.7465,-0.7609,1.9543
"2508","Huysmans-Rebours.txt-ut8.txt","ADJ NC , PPAS de",7,79201,8.83827224403732e-05,-0.9875,-0.8916,2.5734
"2509","Huysmans-Rebours.txt-ut8.txt","ADJ NC de le NP",7,79201,8.83827224403732e-05,0.8201,-3.38,1.5156
"2510","Huysmans-Rebours.txt-ut8.txt","avoir PPAS à le NC",7,79201,8.83827224403732e-05,-0.3769,0.3444,0.4618
"2511","Huysmans-Rebours.txt-ut8.txt","avoir PPAS de le NC",7,79201,8.83827224403732e-05,0.8019,-0.5007,-0.4241
"2512","Huysmans-Rebours.txt-ut8.txt","avoir PPAS le NC ADJ",7,79201,8.83827224403732e-05,0.3532,-2.4142,2.5734
"2513","Huysmans-Rebours.txt-ut8.txt","dans le NC de DETPOSS",7,79201,8.83827224403732e-05,-1.068,1.534,-0.5083
"2514","Huysmans-Rebours.txt-ut8.txt","dans le NC de un",7,79201,8.83827224403732e-05,-0.5852,0.3444,0.4618
"2515","Huysmans-Rebours.txt-ut8.txt","dans le NC PPAS de",7,79201,8.83827224403732e-05,-0.8486,-1.2868,2.9952
"2516","Huysmans-Rebours.txt-ut8.txt","de DETPOSS NC , il",7,79201,8.83827224403732e-05,-2.041,1.0451,0.5854
"2517","Huysmans-Rebours.txt-ut8.txt","de le NC , ce",7,79201,8.83827224403732e-05,-0.324,-0.706,1.0549
"2518","Huysmans-Rebours.txt-ut8.txt","de le NC , en",7,79201,8.83827224403732e-05,-0.8662,0.5249,0.4618
"2519","Huysmans-Rebours.txt-ut8.txt","de le NC , être",7,79201,8.83827224403732e-05,-0.5872,-0.6662,1.5156
"2520","Huysmans-Rebours.txt-ut8.txt","de le NC , NC",7,79201,8.83827224403732e-05,-1.2523,1.0576,-0.3183
"2521","Huysmans-Rebours.txt-ut8.txt","de le NC , PPRES",7,79201,8.83827224403732e-05,-1.764,0.7305,0.7407
"2522","Huysmans-Rebours.txt-ut8.txt","de le NC , que",7,79201,8.83827224403732e-05,-1.1516,0.91,0.3216
"2523","Huysmans-Rebours.txt-ut8.txt","de le NC , sur",7,79201,8.83827224403732e-05,-2.1794,0.7171,0.9372
"2524","Huysmans-Rebours.txt-ut8.txt","de le NC ADJ VIMP",7,79201,8.83827224403732e-05,-1.4207,-0.3046,1.7179
"2525","Huysmans-Rebours.txt-ut8.txt","de le NC PPRES le",7,79201,8.83827224403732e-05,-0.9875,-0.8916,2.5734
"2526","Huysmans-Rebours.txt-ut8.txt","de le NC se VIMP",7,79201,8.83827224403732e-05,-2.7585,1.9917,0.3216
"2527","Huysmans-Rebours.txt-ut8.txt","de le NC se VPS",7,79201,8.83827224403732e-05,-0.7465,-0.7609,1.9543
"2528","Huysmans-Rebours.txt-ut8.txt","de le NP , PPAS",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2529","Huysmans-Rebours.txt-ut8.txt","de le NP ne VIMP",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2530","Huysmans-Rebours.txt-ut8.txt","de NC , dans le",7,79201,8.83827224403732e-05,-1.944,-0.3371,2.2345
"2531","Huysmans-Rebours.txt-ut8.txt","de NC , PPAS par",7,79201,8.83827224403732e-05,-1.274,-0.4375,1.9543
"2532","Huysmans-Rebours.txt-ut8.txt","de NC , un ADJ",7,79201,8.83827224403732e-05,-0.7133,-1.9314,3.5469
"2533","Huysmans-Rebours.txt-ut8.txt","de NC ADJ , le",7,79201,8.83827224403732e-05,-0.4262,-2.1728,2.9952
"2534","Huysmans-Rebours.txt-ut8.txt","de NC de NP ,",7,79201,8.83827224403732e-05,-0.7465,-0.7609,1.9543
"2535","Huysmans-Rebours.txt-ut8.txt","de NC en NC ,",7,79201,8.83827224403732e-05,-1.8046,1.5594,-0.3572
"2536","Huysmans-Rebours.txt-ut8.txt","de NC PPAS de NC",7,79201,8.83827224403732e-05,-0.6412,-0.3265,0.9372
"2537","Huysmans-Rebours.txt-ut8.txt","de NCABS et de NCABS",7,79201,8.83827224403732e-05,0.3368,-0.6368,0.8331
"2538","Huysmans-Rebours.txt-ut8.txt","de un NC ADJ .",7,79201,8.83827224403732e-05,0.6451,-0.3312,-0.5083
"2539","Huysmans-Rebours.txt-ut8.txt","DETPOSS NC de NP ,",7,79201,8.83827224403732e-05,-0.4262,-2.1728,2.9952
"2540","Huysmans-Rebours.txt-ut8.txt","en NC , un NC",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2541","Huysmans-Rebours.txt-ut8.txt","et de NC ADJ ,",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2542","Huysmans-Rebours.txt-ut8.txt","et le NC , le",7,79201,8.83827224403732e-05,-1.2332,-0.3562,1.1885
"2543","Huysmans-Rebours.txt-ut8.txt","il avoir PPAS le NC",7,79201,8.83827224403732e-05,0.5281,-0.9768,0.5854
"2544","Huysmans-Rebours.txt-ut8.txt","il VIMP le NC ,",7,79201,8.83827224403732e-05,-2.3349,0.875,0.8331
"2545","Huysmans-Rebours.txt-ut8.txt","il VPS le NC de",7,79201,8.83827224403732e-05,-0.6412,-0.3265,0.9372
"2546","Huysmans-Rebours.txt-ut8.txt","INF , le NC de",7,79201,8.83827224403732e-05,-0.7133,-1.9314,3.5469
"2547","Huysmans-Rebours.txt-ut8.txt","INF à le NC ,",7,79201,8.83827224403732e-05,0.3729,0.3595,-0.3468
"2548","Huysmans-Rebours.txt-ut8.txt","INF de le NC de",7,79201,8.83827224403732e-05,0.7441,-0.534,-0.3468
"2549","Huysmans-Rebours.txt-ut8.txt","INF le NC de NC",7,79201,8.83827224403732e-05,0.8969,-1.6705,0.6586
"2550","Huysmans-Rebours.txt-ut8.txt","le de le NC ,",7,79201,8.83827224403732e-05,-0.8905,0.3501,1.0549
"2551","Huysmans-Rebours.txt-ut8.txt","le NC , à INF",7,79201,8.83827224403732e-05,-0.8257,-0.3016,0.7407
"2552","Huysmans-Rebours.txt-ut8.txt","le NC , ce NC",7,79201,8.83827224403732e-05,0.3407,-0.9255,1.1885
"2553","Huysmans-Rebours.txt-ut8.txt","le NC , et ,",7,79201,8.83827224403732e-05,-5.0818,4.7192,-0.4653
"2554","Huysmans-Rebours.txt-ut8.txt","le NC , il se",7,79201,8.83827224403732e-05,-1.5703,1.2131,0.3216
"2555","Huysmans-Rebours.txt-ut8.txt","le NC , il VIMP",7,79201,8.83827224403732e-05,-1.3553,1.2138,-0.3572
"2556","Huysmans-Rebours.txt-ut8.txt","le NC , le ADJ",7,79201,8.83827224403732e-05,-1.1282,0.626,0.5201
"2557","Huysmans-Rebours.txt-ut8.txt","le NC , VIMP le",7,79201,8.83827224403732e-05,-2.9661,1.6112,0.5201
"2558","Huysmans-Rebours.txt-ut8.txt","le NC ; il VIMP",7,79201,8.83827224403732e-05,-2.6509,0.5527,1.3408
"2559","Huysmans-Rebours.txt-ut8.txt","le NC . il VPS",7,79201,8.83827224403732e-05,-0.5135,-0.3443,0.5201
"2560","Huysmans-Rebours.txt-ut8.txt","le NC ADJ ADJ ,",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2561","Huysmans-Rebours.txt-ut8.txt","le NC ADJ le NC",7,79201,8.83827224403732e-05,-0.8629,-0.5476,1.7179
"2562","Huysmans-Rebours.txt-ut8.txt","le NC ADJ qui VIMP",7,79201,8.83827224403732e-05,-1.0536,0.7716,0.3632
"2563","Huysmans-Rebours.txt-ut8.txt","le NC dans un NC",7,79201,8.83827224403732e-05,0.4148,-1.7751,1.3408
"2564","Huysmans-Rebours.txt-ut8.txt","le NC de DETPOSS ADJ",7,79201,8.83827224403732e-05,0.3407,-1.3723,1.1885
"2565","Huysmans-Rebours.txt-ut8.txt","le NC de le ,",7,79201,8.83827224403732e-05,-2.2974,-0.3046,1.7179
"2566","Huysmans-Rebours.txt-ut8.txt","le NC de NC à",7,79201,8.83827224403732e-05,0.4148,-1.2111,1.3408
"2567","Huysmans-Rebours.txt-ut8.txt","le NC de NC qui",7,79201,8.83827224403732e-05,-0.6096,-0.3717,0.6586
"2568","Huysmans-Rebours.txt-ut8.txt","le NC de NC VIMP",7,79201,8.83827224403732e-05,-1.1113,0.3739,0.8331
"2569","Huysmans-Rebours.txt-ut8.txt","le NC de NCABS ,",7,79201,8.83827224403732e-05,-0.5551,-0.4422,1.0549
"2570","Huysmans-Rebours.txt-ut8.txt","le NC et de NC",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2571","Huysmans-Rebours.txt-ut8.txt","le NC le NC de",7,79201,8.83827224403732e-05,-1.5887,2.2493,-0.5989
"2572","Huysmans-Rebours.txt-ut8.txt","le NC que le NC",7,79201,8.83827224403732e-05,-1.2263,0.4847,0.7407
"2573","Huysmans-Rebours.txt-ut8.txt","le NC qui le VIMP",7,79201,8.83827224403732e-05,-1.764,0.7305,0.7407
"2574","Huysmans-Rebours.txt-ut8.txt","le NC se VPS ,",7,79201,8.83827224403732e-05,-0.7465,-0.7609,1.9543
"2575","Huysmans-Rebours.txt-ut8.txt","le NCABS ADJ de le",7,79201,8.83827224403732e-05,-0.9831,-0.3922,1.5156
"2576","Huysmans-Rebours.txt-ut8.txt","le NCABS de NC ,",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2577","Huysmans-Rebours.txt-ut8.txt","le NCCOR ADJ , le",7,79201,8.83827224403732e-05,-1.5694,-0.3922,1.5156
"2578","Huysmans-Rebours.txt-ut8.txt","le NCCOR de NC ,",7,79201,8.83827224403732e-05,-0.4262,-2.1728,2.9952
"2579","Huysmans-Rebours.txt-ut8.txt","NC , à le ADJ",7,79201,8.83827224403732e-05,-2.6509,0.5527,1.3408
"2580","Huysmans-Rebours.txt-ut8.txt","NC , ADV de le",7,79201,8.83827224403732e-05,-1.7112,1.0479,0.4618
"2581","Huysmans-Rebours.txt-ut8.txt","NC , ce NC ADJ",7,79201,8.83827224403732e-05,-0.9875,-0.8916,2.5734
"2582","Huysmans-Rebours.txt-ut8.txt","NC , de DETPOSS NC",7,79201,8.83827224403732e-05,-0.5316,-0.3016,0.7407
"2583","Huysmans-Rebours.txt-ut8.txt","NC , de même que",7,79201,8.83827224403732e-05,-1.7673,-0.4971,2.5734
"2584","Huysmans-Rebours.txt-ut8.txt","NC , en NC ADJ",7,79201,8.83827224403732e-05,-1.274,-0.4375,1.9543
"2585","Huysmans-Rebours.txt-ut8.txt","NC , le NCCOR ADJ",7,79201,8.83827224403732e-05,-1.4942,0.4633,0.9372
"2586","Huysmans-Rebours.txt-ut8.txt","NC , NC , PPAS",7,79201,8.83827224403732e-05,-0.4262,-2.1728,2.9952
"2587","Huysmans-Rebours.txt-ut8.txt","NC , PPAS en NC",7,79201,8.83827224403732e-05,-1.4207,-0.3046,1.7179
"2588","Huysmans-Rebours.txt-ut8.txt","NC , que le NC",7,79201,8.83827224403732e-05,-0.4578,-0.4039,0.8331
"2589","Huysmans-Rebours.txt-ut8.txt","NC , VPS le NC",7,79201,8.83827224403732e-05,1.2906,-0.5412,-0.798
"2590","Huysmans-Rebours.txt-ut8.txt","NC . il VPS le",7,79201,8.83827224403732e-05,-0.7465,-0.7609,1.9543
"2591","Huysmans-Rebours.txt-ut8.txt","NC ADJ , le NP",7,79201,8.83827224403732e-05,-0.7133,-1.9314,3.5469
"2592","Huysmans-Rebours.txt-ut8.txt","NC ADJ , NC ,",7,79201,8.83827224403732e-05,-0.9875,-0.8916,2.5734
"2593","Huysmans-Rebours.txt-ut8.txt","NC ADJ , PPAS ,",7,79201,8.83827224403732e-05,-0.7133,-1.9314,3.5469
"2594","Huysmans-Rebours.txt-ut8.txt","NC ADJ , PPRES le",7,79201,8.83827224403732e-05,-0.7133,-1.9314,3.5469
"2595","Huysmans-Rebours.txt-ut8.txt","NC ADJ , sur le",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2596","Huysmans-Rebours.txt-ut8.txt","NC ADJ de NC de",7,79201,8.83827224403732e-05,-1.2371,-1.69,4.348
"2597","Huysmans-Rebours.txt-ut8.txt","NC ADJ de un NC",7,79201,8.83827224403732e-05,-0.9065,0.7854,-0.3183
"2598","Huysmans-Rebours.txt-ut8.txt","NC ADJ et de NC",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2599","Huysmans-Rebours.txt-ut8.txt","NC de le NCABS ADJ",7,79201,8.83827224403732e-05,-0.324,-1.0645,1.0549
"2600","Huysmans-Rebours.txt-ut8.txt","NC de NC , sur",7,79201,8.83827224403732e-05,-1.944,-0.3371,2.2345
"2601","Huysmans-Rebours.txt-ut8.txt","NC de NC . il",7,79201,8.83827224403732e-05,-0.6355,0.5624,-0.3183
"2602","Huysmans-Rebours.txt-ut8.txt","NC en NC de NC",7,79201,8.83827224403732e-05,-1.5703,1.2131,0.3216
"2603","Huysmans-Rebours.txt-ut8.txt","NC et de ADJ NC",7,79201,8.83827224403732e-05,-1.1294,-0.6246,2.2345
"2604","Huysmans-Rebours.txt-ut8.txt","NC NC , le NC",7,79201,8.83827224403732e-05,-0.8486,-1.2868,2.9952
"2605","Huysmans-Rebours.txt-ut8.txt","NC NC de NC ,",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2606","Huysmans-Rebours.txt-ut8.txt","NC PPAS de le ADJ",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2607","Huysmans-Rebours.txt-ut8.txt","NC PPAS par de le",7,79201,8.83827224403732e-05,-1.5905,-0.732,2.9952
"2608","Huysmans-Rebours.txt-ut8.txt","NC PPAS sur le NC",7,79201,8.83827224403732e-05,-0.3885,-0.5359,0.9372
"2609","Huysmans-Rebours.txt-ut8.txt","NC que il VIMP ,",7,79201,8.83827224403732e-05,-2.1207,0.3906,1.9543
"2610","Huysmans-Rebours.txt-ut8.txt","NC sur le NC ,",7,79201,8.83827224403732e-05,-2.6784,2.9763,-0.4653
"2611","Huysmans-Rebours.txt-ut8.txt","NC tout à le fois",7,79201,8.83827224403732e-05,-1.4138,-1.0895,3.5469
"2612","Huysmans-Rebours.txt-ut8.txt","NCABS , de le NC",7,79201,8.83827224403732e-05,-1.274,-0.4375,1.9543
"2613","Huysmans-Rebours.txt-ut8.txt","NCABS ADJ de le NC",7,79201,8.83827224403732e-05,-0.4952,-0.9047,1.7179
"2614","Huysmans-Rebours.txt-ut8.txt","NCCOR de le NC ,",7,79201,8.83827224403732e-05,0.9301,-0.7912,0.3267
"2615","Huysmans-Rebours.txt-ut8.txt","NP , le NP ,",7,79201,8.83827224403732e-05,0.4303,-1.9005,1.9543
"2616","Huysmans-Rebours.txt-ut8.txt","NP et le NP ,",7,79201,8.83827224403732e-05,-0.9875,-0.8916,2.5734
"2617","Huysmans-Rebours.txt-ut8.txt","par le NC ADJ de",7,79201,8.83827224403732e-05,-0.3257,-1.055,1.5156
"2618","Huysmans-Rebours.txt-ut8.txt","par le NC de DETPOSS",7,79201,8.83827224403732e-05,-0.7853,-0.3562,1.1885
"2619","Huysmans-Rebours.txt-ut8.txt","plus ADJ de le NC",7,79201,8.83827224403732e-05,-0.324,-0.706,1.0549
"2620","Huysmans-Rebours.txt-ut8.txt","PPAS à le NC ADJ",7,79201,8.83827224403732e-05,-0.7465,-0.7609,1.9543
"2621","Huysmans-Rebours.txt-ut8.txt","PPAS de DETPOSS NC ,",7,79201,8.83827224403732e-05,-0.7853,-0.3562,1.1885
"2622","Huysmans-Rebours.txt-ut8.txt","PPAS de un NC ADJ",7,79201,8.83827224403732e-05,-1.235,0.7579,0.4618
"2623","Huysmans-Rebours.txt-ut8.txt","PPAS le NC ADJ de",7,79201,8.83827224403732e-05,-0.4086,-1.2305,1.9543
"2624","Huysmans-Rebours.txt-ut8.txt","PPAS par le NC .",7,79201,8.83827224403732e-05,0.4035,-1.2091,0.9372
"2625","Huysmans-Rebours.txt-ut8.txt","PPAS par un le NC",7,79201,8.83827224403732e-05,-1.2371,-1.69,4.348
"2626","Huysmans-Rebours.txt-ut8.txt","PPRES à le NC de",7,79201,8.83827224403732e-05,-1.764,0.7305,0.7407
"2627","Huysmans-Rebours.txt-ut8.txt","PPRES le NC de le",7,79201,8.83827224403732e-05,1.5349,-1.0189,-0.4653
"2628","Huysmans-Rebours.txt-ut8.txt","PPRES le NC de un",7,79201,8.83827224403732e-05,-0.4086,-1.2305,1.9543
"2629","Huysmans-Rebours.txt-ut8.txt","que un ADJ NC ,",7,79201,8.83827224403732e-05,-0.7133,-1.9314,3.5469
"2630","Huysmans-Rebours.txt-ut8.txt","sur de le NC ,",7,79201,8.83827224403732e-05,-0.8486,-1.2868,2.9952
"2631","Huysmans-Rebours.txt-ut8.txt","un ADJ NC , à",7,79201,8.83827224403732e-05,-0.4086,-1.2305,1.9543
"2632","Huysmans-Rebours.txt-ut8.txt","un ADJ NC , NC",7,79201,8.83827224403732e-05,0.3532,-2.4142,2.5734
"2633","Huysmans-Rebours.txt-ut8.txt","un NC ADJ , un",7,79201,8.83827224403732e-05,-0.3257,-1.055,1.5156
"2634","Huysmans-Rebours.txt-ut8.txt","VIMP à INF le NC",7,79201,8.83827224403732e-05,-0.7315,0.3739,0.8331
"2635","Huysmans-Rebours.txt-ut8.txt","VIMP de le NP ,",7,79201,8.83827224403732e-05,-1.2371,-1.69,4.348
"2636","Huysmans-Rebours.txt-ut8.txt","VIMP le NC de NC",7,79201,8.83827224403732e-05,-1.5694,-0.3922,1.5156
"2637","Huysmans-Rebours.txt-ut8.txt","VIMP un NC de NC",7,79201,8.83827224403732e-05,-0.7393,0.5439,0.3632
"2638","Balzac-Goriot.txt-ut8.txt",", avoir PPAS le NC",6,110662,5.42191538197394e-05,0.7455,0.3906,-1.4252
"2639","Balzac-Goriot.txt-ut8.txt",", ce ne être pas",6,110662,5.42191538197394e-05,0.7455,0.3906,-0.7463
"2640","Balzac-Goriot.txt-ut8.txt",", de NC , de",6,110662,5.42191538197394e-05,-1.6799,-1.0189,3.7567
"2641","Balzac-Goriot.txt-ut8.txt",", en PPRES le NC",6,110662,5.42191538197394e-05,-0.324,-0.706,0.693
"2642","Balzac-Goriot.txt-ut8.txt",", et je avoir PPAS",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2643","Balzac-Goriot.txt-ut8.txt",", je le avoir PPAS",6,110662,5.42191538197394e-05,1.3664,-0.3796,-1.0689
"2644","Balzac-Goriot.txt-ut8.txt",", le ADJ NC de",6,110662,5.42191538197394e-05,-1.5755,-0.9209,3.4055
"2645","Balzac-Goriot.txt-ut8.txt",", le NP , le",6,110662,5.42191538197394e-05,0.4148,-2.5367,1.8786
"2646","Balzac-Goriot.txt-ut8.txt",", PPAS à le NC",6,110662,5.42191538197394e-05,-1.7862,-0.4708,2.5569
"2647","Balzac-Goriot.txt-ut8.txt",", PRES il à le",6,110662,5.42191538197394e-05,2.1567,-1.69,-0.326
"2648","Balzac-Goriot.txt-ut8.txt",", PRES madame NP ,",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2649","Balzac-Goriot.txt-ut8.txt",", PRES NP en PPRES",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2650","Balzac-Goriot.txt-ut8.txt",", qui PRES le NC",6,110662,5.42191538197394e-05,1.3664,-1.2868,0.4327
"2651","Balzac-Goriot.txt-ut8.txt",", se PRES NP en",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2652","Balzac-Goriot.txt-ut8.txt",", un NC , un",6,110662,5.42191538197394e-05,-0.324,0.5719,-0.7223
"2653","Balzac-Goriot.txt-ut8.txt",", un NC ADJ ,",6,110662,5.42191538197394e-05,-0.9946,-0.8525,2.4333
"2654","Balzac-Goriot.txt-ut8.txt","! DETPOSS ADJ NC ,",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2655","Balzac-Goriot.txt-ut8.txt",". à le NC de",6,110662,5.42191538197394e-05,-1.5755,2.7576,-0.9049
"2656","Balzac-Goriot.txt-ut8.txt",". ce être un NC",6,110662,5.42191538197394e-05,-0.8214,2.4752,-1.5612
"2657","Balzac-Goriot.txt-ut8.txt",". DETPOSS NC ADJ ,",6,110662,5.42191538197394e-05,2.1567,-0.8972,-0.8314
"2658","Balzac-Goriot.txt-ut8.txt",". en ce NC le",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2659","Balzac-Goriot.txt-ut8.txt",". il se être PPAS",6,110662,5.42191538197394e-05,0.7455,-1.2305,0.4973
"2660","Balzac-Goriot.txt-ut8.txt",". je lui avoir PPAS",6,110662,5.42191538197394e-05,1.6999,-0.5806,-0.9501
"2661","Balzac-Goriot.txt-ut8.txt",". je PRES le NC",6,110662,5.42191538197394e-05,1.3664,-0.3796,-1.0689
"2662","Balzac-Goriot.txt-ut8.txt",". le NC être PPAS",6,110662,5.42191538197394e-05,0.5045,-0.3922,0.356
"2663","Balzac-Goriot.txt-ut8.txt",". le NC NP VPS",6,110662,5.42191538197394e-05,1.6999,-0.5806,-0.9501
"2664","Balzac-Goriot.txt-ut8.txt",". NP , NP ,",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2665","Balzac-Goriot.txt-ut8.txt",". NP , PPAS NP",6,110662,5.42191538197394e-05,2.1567,-0.8972,-0.8314
"2666","Balzac-Goriot.txt-ut8.txt",". NP VPS le NCCOR",6,110662,5.42191538197394e-05,1.6999,-0.5806,-0.9501
"2667","Balzac-Goriot.txt-ut8.txt","à DETPOSS NC , et",6,110662,5.42191538197394e-05,-0.324,0.5719,-0.7223
"2668","Balzac-Goriot.txt-ut8.txt","à le ADJ NC .",6,110662,5.42191538197394e-05,0.9082,-1.0582,-0.3108
"2669","Balzac-Goriot.txt-ut8.txt","à le milieu de le",6,110662,5.42191538197394e-05,-2.1155,3.8944,-1.2299
"2670","Balzac-Goriot.txt-ut8.txt","à le NCCOR de NP",6,110662,5.42191538197394e-05,1.1104,0.3621,-1.1877
"2671","Balzac-Goriot.txt-ut8.txt","à NUM NC de le",6,110662,5.42191538197394e-05,1.1104,0.3621,-1.1877
"2672","Balzac-Goriot.txt-ut8.txt","ADJ , à NC ADJ",6,110662,5.42191538197394e-05,0.5045,-0.6662,0.356
"2673","Balzac-Goriot.txt-ut8.txt","ADJ de le NC .",6,110662,5.42191538197394e-05,-0.9946,0.322,0.8741
"2674","Balzac-Goriot.txt-ut8.txt","ADJ NC de le NCABS",6,110662,5.42191538197394e-05,0.4035,-2.3502,2.4141
"2675","Balzac-Goriot.txt-ut8.txt","ADJ NC de NP ,",6,110662,5.42191538197394e-05,0.6131,-2.1105,1.1764
"2676","Balzac-Goriot.txt-ut8.txt","ADV à le NC ,",6,110662,5.42191538197394e-05,0.5045,-0.3922,-0.5042
"2677","Balzac-Goriot.txt-ut8.txt","ADV de le NC .",6,110662,5.42191538197394e-05,-0.4457,0.7442,-0.436
"2678","Balzac-Goriot.txt-ut8.txt","avoir avoir le NC de",6,110662,5.42191538197394e-05,1.6999,-0.5806,-0.9501
"2679","Balzac-Goriot.txt-ut8.txt","avoir de le NC à",6,110662,5.42191538197394e-05,1.6999,-0.5806,-0.9501
"2680","Balzac-Goriot.txt-ut8.txt","avoir de le NCABS .",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2681","Balzac-Goriot.txt-ut8.txt","avoir PPAS de NC ,",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2682","Balzac-Goriot.txt-ut8.txt","avoir PPAS le ADJ NC",6,110662,5.42191538197394e-05,0.6131,-1.4079,0.7452
"2683","Balzac-Goriot.txt-ut8.txt","avoir PPAS un ADJ NC",6,110662,5.42191538197394e-05,0.7455,-0.7609,-0.372
"2684","Balzac-Goriot.txt-ut8.txt","avoir un ADJ NC ,",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2685","Balzac-Goriot.txt-ut8.txt","chez madame de NP .",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
"2686","Balzac-Goriot.txt-ut8.txt","comme un NC qui PRES",6,110662,5.42191538197394e-05,1.1104,0.3621,-1.1877
"2687","Balzac-Goriot.txt-ut8.txt","dans le NC , il",6,110662,5.42191538197394e-05,-0.324,0.5719,-0.7223
"2688","Balzac-Goriot.txt-ut8.txt","dans le NC ADJ ,",6,110662,5.42191538197394e-05,-1.3727,0.3595,1.4565
"2689","Balzac-Goriot.txt-ut8.txt","dans le NC de un",6,110662,5.42191538197394e-05,-0.5852,0.3444,0.4618
"2690","Balzac-Goriot.txt-ut8.txt","de ce ADJ NC .",6,110662,5.42191538197394e-05,1.6999,-1.9314,-0.4041
"2691","Balzac-Goriot.txt-ut8.txt","de DETPOSS NC . je",6,110662,5.42191538197394e-05,2.8552,-1.4485,-0.7126
