"","Oeuvre","motifs","n","total","nrel","Balzac-Goriot","Flaubert-Bovary","Huysmans-Rebours"
"288","Balzac-Goriot","le NC , de",2,2311,0.000865426222414539,-0.7226,-0.3282,0.6326
"289","Balzac-Goriot","le NC , ou",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"290","Balzac-Goriot","le NC , un",2,2311,0.000865426222414539,0.5386,-0.5303,-0.4838
"291","Balzac-Goriot","le NC . le",2,2311,0.000865426222414539,0.5386,-0.5303,-0.4838
"292","Balzac-Goriot","le NC ; elle",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"293","Balzac-Goriot","le NC ADJ PRES",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"294","Balzac-Goriot","le NC NP NP",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"295","Balzac-Goriot","le NC NP PRES",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"296","Balzac-Goriot","le NC PRES à",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"297","Balzac-Goriot","le NC avoir PPAS",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"298","Balzac-Goriot","le NC et le",2,2311,0.000865426222414539,-0.489,-1.5917,2.2791
"299","Balzac-Goriot","le NC le PRES",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"300","Balzac-Goriot","le NC ou de",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"301","Balzac-Goriot","le NC qui PRES",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"302","Balzac-Goriot","le NC être ADJ",2,2311,0.000865426222414539,0.3498,0.3881,0.4362
"303","Balzac-Goriot","ni NC ni NC",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"304","Balzac-Goriot","ou de le NC",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"305","Balzac-Goriot","plus ADJ à INF",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"306","Balzac-Goriot","que le NC PRES",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"307","Balzac-Goriot","si elle NP avoir",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"308","Balzac-Goriot","sous le NC de",2,2311,0.000865426222414539,0.3498,0.3881,0.4362
"309","Balzac-Goriot","sur le NC NP",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"310","Balzac-Goriot","un ADJ NC ,",2,2311,0.000865426222414539,0.3498,0.3881,0.4362
"311","Balzac-Goriot","un ADJ NC qui",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"312","Balzac-Goriot","un NC . ce",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"313","Balzac-Goriot","un NC ADJ ADV",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"314","Balzac-Goriot","un NC ADJ NP",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"315","Balzac-Goriot","un NC ADJ PPAS",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"316","Balzac-Goriot","un NC ADJ en",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"317","Balzac-Goriot","un NC ADJ à",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"318","Balzac-Goriot","un NC sur lequel",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"319","Balzac-Goriot","y PRES le NC",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"320","Balzac-Goriot","à NC ADJ ,",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"321","Balzac-Goriot","à le NC ,",2,2311,0.000865426222414539,-0.9775,0.3458,0.7286
"322","Balzac-Goriot","à le NC le",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"323","Balzac-Goriot","à le NP .",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"324","Balzac-Goriot","être ADJ à le",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"325","Balzac-Goriot","être PPAS . le",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"326","Balzac-Goriot","être PPAS de le",2,2311,0.000865426222414539,0.5386,0.5842,-0.4838
"327","Balzac-Goriot","être PPAS un NC",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"328","Balzac-Goriot","être comme un NC",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"329","Balzac-Goriot","être plus ADJ à",2,2311,0.000865426222414539,0.8983,-0.3535,-0.3225
"330","Flaubert-Bovary",", VIMP , VIMP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"331","Flaubert-Bovary",", VPS en NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"332","Flaubert-Bovary",", avec de le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"333","Flaubert-Bovary",", comme un NC",2,2173,0.00092038656235619,0.5386,0.5842,-0.4838
"334","Flaubert-Bovary",", et le NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"335","Flaubert-Bovary",", il le VPS",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"336","Flaubert-Bovary",", le NC être",2,2173,0.00092038656235619,0.5386,0.5842,-0.4838
"337","Flaubert-Bovary",", on VIMP ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"338","Flaubert-Bovary",", quand le NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"339","Flaubert-Bovary",", sans se INF",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"340","Flaubert-Bovary",", si bien que",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"341","Flaubert-Bovary",", un NC ADJ",2,2173,0.00092038656235619,0.3498,0.3881,0.4362
"342","Flaubert-Bovary",". DETPOSS NC le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"343","Flaubert-Bovary",". ce être un",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"344","Flaubert-Bovary","ADJ , ADJ ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"345","Flaubert-Bovary","ADJ NC de NC",2,2173,0.00092038656235619,-0.5105,0.4928,0.5612
"346","Flaubert-Bovary","ADJ de un NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"347","Flaubert-Bovary","DETPOSS NC , VPS",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"348","Flaubert-Bovary","DETPOSS NC , il",2,2173,0.00092038656235619,-0.7634,0.3881,0.4362
"349","Flaubert-Bovary","DETPOSS NC . le",2,2173,0.00092038656235619,-0.3791,-0.3383,0.3075
"350","Flaubert-Bovary","DETPOSS NC à le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"351","Flaubert-Bovary","INF en NC .",2,2173,0.00092038656235619,0.5386,0.5842,-0.4838
"352","Flaubert-Bovary","INF le NC ,",2,2173,0.00092038656235619,0.3498,0.3881,-0.6452
"353","Flaubert-Bovary","INF sans NC ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"354","Flaubert-Bovary","INF sur DETPOSS NCCOR",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"355","Flaubert-Bovary","INF un ADJ NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"356","Flaubert-Bovary","NC , VIMP de",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"357","Flaubert-Bovary","NC , VPS en",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"358","Flaubert-Bovary","NC , de INF",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"359","Flaubert-Bovary","NC , de le",2,2173,0.00092038656235619,0.3926,-0.4264,-0.3606
"360","Flaubert-Bovary","NC , de un",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"361","Flaubert-Bovary","NC , en NC",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"362","Flaubert-Bovary","NC , et le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"363","Flaubert-Bovary","NC , il VPS",2,2173,0.00092038656235619,-0.7634,0.3881,0.4362
"364","Flaubert-Bovary","NC , il ne",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"365","Flaubert-Bovary","NC , le NC",2,2173,0.00092038656235619,0.6481,-0.7471,-0.3359
"366","Flaubert-Bovary","NC , lui VIMP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"367","Flaubert-Bovary","NC , ne PPRES",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"368","Flaubert-Bovary","NC , quand le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"369","Flaubert-Bovary","NC , se VIMP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"370","Flaubert-Bovary","NC , si bien",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"371","Flaubert-Bovary","NC . elle être",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"372","Flaubert-Bovary","NC . il le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"373","Flaubert-Bovary","NC . il se",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"374","Flaubert-Bovary","NC ; et ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"375","Flaubert-Bovary","NC ADJ , PPAS",2,2173,0.00092038656235619,0.613,-0.3383,-0.8065
"376","Flaubert-Bovary","NC ADJ . IMP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"377","Flaubert-Bovary","NC de NC de",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"378","Flaubert-Bovary","NC de NC qui",2,2173,0.00092038656235619,0.5386,0.5842,-0.4838
"379","Flaubert-Bovary","NC de un NC",2,2173,0.00092038656235619,-0.7634,0.3881,0.4362
"380","Flaubert-Bovary","NC sur le NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"381","Flaubert-Bovary","NP NP NP NP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"382","Flaubert-Bovary","PPAS . le NC",2,2173,0.00092038656235619,0.9086,0.4928,-0.9679
"383","Flaubert-Bovary","PPAS dans le NC",2,2173,0.00092038656235619,0.3498,0.3881,0.4362
"384","Flaubert-Bovary","PPAS de NC ,",2,2173,0.00092038656235619,0.3184,0.3649,0.4248
"385","Flaubert-Bovary","PPAS de le NC",2,2173,0.00092038656235619,0.5386,0.5842,-0.4838
"386","Flaubert-Bovary","PPAS de un NC",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"387","Flaubert-Bovary","PPRES beaucoup de NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"388","Flaubert-Bovary","VIMP DETPOSS NC à",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"389","Flaubert-Bovary","VIMP le NC ,",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"390","Flaubert-Bovary","VIMP un ADJ NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"391","Flaubert-Bovary","VPS dans le NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"392","Flaubert-Bovary","VPS en NC ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"393","Flaubert-Bovary","VPS le NC ,",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"394","Flaubert-Bovary","chez le NC ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"395","Flaubert-Bovary","dans de le NC",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"396","Flaubert-Bovary","dans le NC et",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"397","Flaubert-Bovary","dans un NCABS ADJ",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"398","Flaubert-Bovary","de NC ADJ ,",2,2173,0.00092038656235619,-0.3791,-0.3383,0.3075
"399","Flaubert-Bovary","de NC qui VIMP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"400","Flaubert-Bovary","de le NC ADJ",2,2173,0.00092038656235619,0.4607,-0.6349,0.337
"401","Flaubert-Bovary","dès le NC de",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"402","Flaubert-Bovary","en NC , VIMP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"403","Flaubert-Bovary","en NC PPAS ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"404","Flaubert-Bovary","et PPAS de NC",2,2173,0.00092038656235619,-0.3791,-0.3383,0.3075
"405","Flaubert-Bovary","il VIMP DETPOSS NC",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"406","Flaubert-Bovary","il ne se VIMP",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"407","Flaubert-Bovary","le ADJ , PPRES",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"408","Flaubert-Bovary","le ADJ NC ,",2,2173,0.00092038656235619,0.3184,0.3649,0.4248
"409","Flaubert-Bovary","le NC , le",2,2173,0.00092038656235619,0.3926,-0.4264,-0.3606
"410","Flaubert-Bovary","le NC , où",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"411","Flaubert-Bovary","le NC , pour",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"412","Flaubert-Bovary","le NC , se",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"413","Flaubert-Bovary","le NC . mais",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"414","Flaubert-Bovary","le NC . à",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"415","Flaubert-Bovary","le NCCOR , le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"416","Flaubert-Bovary","lui VIMP de le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"417","Flaubert-Bovary","par le NC de",2,2173,0.00092038656235619,0.5386,0.5842,-0.4838
"418","Flaubert-Bovary","que il ne avoir",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"419","Flaubert-Bovary","se INF sur le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"420","Flaubert-Bovary","se VPS dans le",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"421","Flaubert-Bovary","sur le NCCOR ,",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"422","Flaubert-Bovary","un ADJ NC .",2,2173,0.00092038656235619,-0.5725,0.5842,-0.4838
"423","Flaubert-Bovary","un ADJ NC de",2,2173,0.00092038656235619,-0.9544,-0.3383,0.7528
"424","Flaubert-Bovary","un NC ADJ .",2,2173,0.00092038656235619,0.3498,0.3881,0.4362
"425","Flaubert-Bovary","à DETPOSS NC .",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"426","Flaubert-Bovary","à INF le NC",2,2173,0.00092038656235619,0.3184,0.3649,0.4248
"427","Flaubert-Bovary","à le NCCOR ,",2,2173,0.00092038656235619,0.5386,0.5842,-0.4838
"428","Flaubert-Bovary","être un NC de",2,2173,0.00092038656235619,-0.3816,0.9518,-0.3225
"429","Huysmans-Rebours",", ADJ et ADJ",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"430","Huysmans-Rebours",", PPRES de le",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"431","Huysmans-Rebours",", de NC ADJ",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"432","Huysmans-Rebours",", de le NC",2,2016,0.000992063492063492,1.2973,-0.4955,-0.7425
"433","Huysmans-Rebours",", il VPS le",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"434","Huysmans-Rebours",", ils ne VPS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"435","Huysmans-Rebours",", le ADJ NC",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"436","Huysmans-Rebours",", le NC et",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"437","Huysmans-Rebours",", par NCABS ,",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"438","Huysmans-Rebours",". celui là être",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"439","Huysmans-Rebours","; le NC de",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"440","Huysmans-Rebours","ADJ . le NC",2,2016,0.000992063492063492,0.3498,-0.7071,0.4362
"441","Huysmans-Rebours","ADJ NC , le",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"442","Huysmans-Rebours","ADJ dans le NC",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"443","Huysmans-Rebours","ADJ et PPAS ,",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"444","Huysmans-Rebours","ADJ et le NC",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"445","Huysmans-Rebours","ADJ et plus ADJ",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"446","Huysmans-Rebours","DETPOSS NC , il",2,2016,0.000992063492063492,-0.7634,0.3881,0.4362
"447","Huysmans-Rebours","DETPOSS NC . le",2,2016,0.000992063492063492,-0.3791,-0.3383,0.3075
"448","Huysmans-Rebours","DETPOSS NC ADJ et",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"449","Huysmans-Rebours","INF à le NC",2,2016,0.000992063492063492,-0.5105,0.4928,-0.3997
"450","Huysmans-Rebours","NC , ADJ et",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"451","Huysmans-Rebours","NC , DETPOSS NC",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"452","Huysmans-Rebours","NC , PPAS par",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"453","Huysmans-Rebours","NC , PPRES de",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"454","Huysmans-Rebours","NC , dans le",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"455","Huysmans-Rebours","NC , il VIMP",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"456","Huysmans-Rebours","NC , il VPS",2,2016,0.000992063492063492,-0.7634,0.3881,0.4362
"457","Huysmans-Rebours","NC , le ADJ",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"458","Huysmans-Rebours","NC ; DETPOSS NC",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"459","Huysmans-Rebours","NC ; il VPS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"460","Huysmans-Rebours","NC ADJ , à",2,2016,0.000992063492063492,0.3498,-0.7071,0.4362
"461","Huysmans-Rebours","NC ADJ et NC",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"462","Huysmans-Rebours","NC NC de le",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"463","Huysmans-Rebours","NC PPAS , le",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"464","Huysmans-Rebours","NC de ADJ NC",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"465","Huysmans-Rebours","NC de NC ;",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"466","Huysmans-Rebours","NC de NC PPAS",2,2016,0.000992063492063492,0.3498,0.3881,0.4362
"467","Huysmans-Rebours","NC de NC entre",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"468","Huysmans-Rebours","NC de NP ,",2,2016,0.000992063492063492,0.3498,-0.7071,0.4362
"469","Huysmans-Rebours","NC de un NC",2,2016,0.000992063492063492,-0.7634,0.3881,0.4362
"470","Huysmans-Rebours","NC que ils VIMP",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"471","Huysmans-Rebours","NC à NC ,",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"472","Huysmans-Rebours","NC à le NC",2,2016,0.000992063492063492,-0.9544,0.6752,0.3075
"473","Huysmans-Rebours","NCABS , par NCABS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"474","Huysmans-Rebours","NCABS de DETPOSS NC",2,2016,0.000992063492063492,0.3498,0.3881,0.4362
"475","Huysmans-Rebours","NP , un NC",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"476","Huysmans-Rebours","PPAS , le NC",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"477","Huysmans-Rebours","PPAS de NC de",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"478","Huysmans-Rebours","PPAS par un NC",2,2016,0.000992063492063492,-0.3791,-0.3383,0.3075
"479","Huysmans-Rebours","PPAS à le NC",2,2016,0.000992063492063492,-0.3791,-0.3383,0.3075
"480","Huysmans-Rebours","PPRES de le NC",2,2016,0.000992063492063492,0.3498,0.3881,0.4362
"481","Huysmans-Rebours","VIMP dans le NC",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"482","Huysmans-Rebours","VIMP à le NC",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"483","Huysmans-Rebours","VPS le NC de",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"484","Huysmans-Rebours","dans le NC PPAS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"485","Huysmans-Rebours","dans le NC de",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"486","Huysmans-Rebours","de ADJ NC ,",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"487","Huysmans-Rebours","de DETPOSS NC ;",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"488","Huysmans-Rebours","de NC , un",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"489","Huysmans-Rebours","de NC ADJ ,",2,2016,0.000992063492063492,-0.3791,-0.3383,0.3075
"490","Huysmans-Rebours","de NC PPAS de",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"491","Huysmans-Rebours","de NCABS ; à",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"492","Huysmans-Rebours","de ce ADJ NC",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"493","Huysmans-Rebours","de le NC PPAS",2,2016,0.000992063492063492,0.4388,-0.457,-0.3997
"494","Huysmans-Rebours","de le NP VPS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"495","Huysmans-Rebours","de le être ADJ",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"496","Huysmans-Rebours","de un NC ,",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"497","Huysmans-Rebours","de un NC de",2,2016,0.000992063492063492,-1.1454,0.9957,-0.3997
"498","Huysmans-Rebours","et de NC ,",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"499","Huysmans-Rebours","et le NC ADJ",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"500","Huysmans-Rebours","il VPS le NC",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"501","Huysmans-Rebours","jusque à le NC",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"502","Huysmans-Rebours","le ADJ NC ,",2,2016,0.000992063492063492,0.3184,0.3649,0.4248
"503","Huysmans-Rebours","le NC , PPAS",2,2016,0.000992063492063492,0.3498,0.3881,0.4362
"504","Huysmans-Rebours","le NC , VPS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"505","Huysmans-Rebours","le NC , sur",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"506","Huysmans-Rebours","le NC , à",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"507","Huysmans-Rebours","le NC . DETPOSS",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"508","Huysmans-Rebours","le NC ; il",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"509","Huysmans-Rebours","le NC ADJ .",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"510","Huysmans-Rebours","le NC PPAS de",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"511","Huysmans-Rebours","le NC PPAS par",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"512","Huysmans-Rebours","le NC de ADJ",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"513","Huysmans-Rebours","le NC de DETPOSS",2,2016,0.000992063492063492,-0.9544,0.6752,0.3075
"514","Huysmans-Rebours","le NC de un",2,2016,0.000992063492063492,-0.9544,0.6752,0.3075
"515","Huysmans-Rebours","le NC que ils",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"516","Huysmans-Rebours","le NC à NC",2,2016,0.000992063492063492,0.5386,-0.5303,0.6404
"517","Huysmans-Rebours","le NCCOR ADJ ,",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"518","Huysmans-Rebours","le NCCOR PPAS et",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"519","Huysmans-Rebours","le VIMP à NCABS",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
"520","Huysmans-Rebours","le un de le",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"521","Huysmans-Rebours","par NCABS , par",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"522","Huysmans-Rebours","pour INF le NC",2,2016,0.000992063492063492,0.3498,0.3881,0.4362
"523","Huysmans-Rebours","sur un ADJ NP",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"524","Huysmans-Rebours","un ADJ NC VIMP",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"525","Huysmans-Rebours","un ADJ NCABS VPS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"526","Huysmans-Rebours","un NC PPAS ,",2,2016,0.000992063492063492,0.3498,0.3881,0.4362
"527","Huysmans-Rebours","à INF le NC",2,2016,0.000992063492063492,0.3184,0.3649,0.4248
"528","Huysmans-Rebours","à le NCCOR PPAS",2,2016,0.000992063492063492,-0.3816,-0.3535,1.017
"529","Huysmans-Rebours","à le NCCOR de",2,2016,0.000992063492063492,-0.5725,0.5842,0.6404
